OBJECTID,ID_SERV,INFO,NOM,AIRE_JEUX,ATHLETISME,BASEBALL_S,BASKETBALL,FOOTBALL,JEUX_EAU,RANDONNEE,ROULI_ROUL,SOCCER,SKI_FOND,TENNIS,TOBBOGAN_G,VOLLEY_BALL,PATIN_ROUE,RAQUETTES,PATAUGEOIRE,PISC_EXT,PATINOIRE_E,SUM_SERVICES,Shape_Length,Shape_Area,HECTARES,HaTypo,TypoParcCL6
499,6937.000000000000000,LE SUD-OUEST,SQUARE SIR-GEORGE-ETIENNE-CARTIER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,833.736817762928690,24894.973952224304000,2.489497395222430,b. 1 à 5 ha,B
503,7302.000000000000000,VERDUN,COONEY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,397.697790907789280,8706.484200031840400,0.870648420003184,a- Moins de 1 ha,A
504,7309.000000000000000,VERDUN,ELGAR,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,7,1273.858431793710500,36553.506649998701000,3.655350664999870,b. 1 à 5 ha,D
506,7325.000000000000000,VERDUN,"OREE-DU-BOIS, DE L'",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,248.509038139600560,3367.143578800858900,0.336714357880086,a- Moins de 1 ha,A
509,7304.000000000000000,VERDUN,COURS DU FLEUVE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,373.509906971718750,4250.005900004976900,0.425000590000498,a- Moins de 1 ha,A
510,7305.000000000000000,VERDUN,DESMARCHAIS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,397.357448953640070,9425.487863269658200,0.942548786326966,a- Moins de 1 ha,A
512,7337.000000000000000,VERDUN,WOODLAND,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,469.507766570712310,11928.213501171340000,1.192821350117134,b. 1 à 5 ha,B
514,6791.000000000000000,DORVAL,COURTLAND,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,543.350365017744020,18085.514749979942000,1.808551474997994,b. 1 à 5 ha,B
515,7445.000000000000000,LASALLE,PERE MARQUETTE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,225.303185669881200,2771.210314260990300,0.277121031426099,a- Moins de 1 ha,A
516,7588.000000000000000,SAINT-LEONARD,PARC SAINT-LEONARD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1661.166328806738600,75851.547149904902000,7.585154714990490,c. 5 à 10 ha,E
517,7288.000000000000000,SAINT-LEONARD,PARC ROBERT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1110.736311979578000,36239.501799986945000,3.623950179998694,b. 1 à 5 ha,B
518,6714.000000000000000,BEACONSFIELD-BAIE D'URFE,OAKRIDGE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,679.924688584192040,27814.042960095572000,2.781404296009557,b. 1 à 5 ha,B
519,6775.000000000000000,DOLLARD-DES ORMEAUX-ROXBORO,ROXBORO,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,534.698131863958910,17799.500250004574000,1.779950025000457,b. 1 à 5 ha,B
520,7019.000000000000000,MERCIER-HOCHELAGA-MAISONNEUVE,PARC BEAUCLERCK,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,640.293713965398640,17714.004799986848000,1.771400479998685,b. 1 à 5 ha,C
522,7610.000000000000000,COTE-SAINT-LUC-HAMPSTEAD-MONTREAL-OUEST,YITZHAK RABIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,664.844169002376590,17633.986100043610000,1.763398610004361,b. 1 à 5 ha,C
523,6652.000000000000000,AHUNSTIC-CARTIERVILLE,PARC J.-J.-GAGNIER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,578.317087719074150,17577.992000013590000,1.757799200001359,b. 1 à 5 ha,B
524,7266.000000000000000,ROSEMONT-LA PETITE-PATRIE,PARC ROSEMONT,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,564.401678255886050,17542.004299967695000,1.754200429996770,b. 1 à 5 ha,B
525,6732.000000000000000,COTE-DES-NEIGES-NOTRE-DAME-DE-GRACE,PARC WILLIAM-BOWIE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,623.599384861772710,17473.495599987473000,1.747349559998747,b. 1 à 5 ha,B
526,7055.000000000000000,PIERREFONDS-SENNEVILLE,CERES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,663.446492639965190,17469.005449985743000,1.746900544998574,b. 1 à 5 ha,B
527,6708.000000000000000,BEACONSFIELD-BAIE D'URFE,JOHN WEIR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,539.646640358280590,17321.978750021099000,1.732197875002110,b. 1 à 5 ha,B
528,7089.000000000000000,PIERREFONDS-SENNEVILLE,PARKINSON,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,859.488900464674540,17149.516049987735000,1.714951604998773,b. 1 à 5 ha,C
529,7594.000000000000000,OUTREMONT,SAINT-VIATEUR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,529.841704699185130,17128.008799985051000,1.712800879998505,b. 1 à 5 ha,C
531,7498.000000000000000,VILLE-MARIE,PARC DES ROYAUX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,530.135544075882190,16970.009849988266000,1.697000984998827,b. 1 à 5 ha,C
532,6696.000000000000000,BEACONSFIELD-BAIE D'URFE,BROOKSIDE,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,608.878572079737860,16898.994050000107000,1.689899405000011,b. 1 à 5 ha,B
535,7336.000000000000000,VERDUN,WILSON,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,899.001544778724110,16498.539699932560000,1.649853969993256,b. 1 à 5 ha,B
536,7652.000000000000000,WESMOUNT,STAYNER,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,723.815728170238570,16334.005300005996000,1.633400530000600,b. 1 à 5 ha,C
537,7102.000000000000000,PIERREFONDS-SENNEVILLE,YUILE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2170.551238975634500,102468.002600000590000,10.246800260000059,d. 10 à 20 ha,E
538,6740.000000000000000,COTE-DES-NEIGES-NOTRE-DAME-DE-GRACE,PARC NELSON-MALDELA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,586.184083232592230,16071.507899986580000,1.607150789998658,b. 1 à 5 ha,B
539,7397.000000000000000,VILLERAY-SAINT-MICHEL-PARC-EXTENSION,DE TURIN,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,523.854067901188050,15927.503149994649000,1.592750314999465,b. 1 à 5 ha,C
540,7456.000000000000000,SAINT-LAURENT,PARC DECELLES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,558.570543825457890,15851.502449990838000,1.585150244999084,b. 1 à 5 ha,D
542,7595.000000000000000,OUTREMONT,P.-E. TRUDEAU,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,586.658282913413250,15729.994650009088000,1.572999465000909,b. 1 à 5 ha,B
543,7043.000000000000000,VILLE MONT-ROYAL,PARC T.-S. DARLING,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,520.485336365222340,15483.493599985872000,1.548349359998587,b. 1 à 5 ha,B
544,6717.000000000000000,BEACONSFIELD-BAIE D'URFE,ROYAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,504.500638349982980,15476.010599981993000,1.547601059998199,b. 1 à 5 ha,B
545,7454.000000000000000,SAINT-LAURENT,PARC CHAMBERLAND,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,514.642737555089180,15405.995700022304000,1.540599570002230,b. 1 à 5 ha,C
546,7007.000000000000000,MERCIER-HOCHELAGA-MAISONNEUVE,PARC ROUGEMONT,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,576.120985507694170,15283.007749981834000,1.528300774998183,b. 1 à 5 ha,C
547,7216.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,SAMUEL-MORSE / 38E AVENUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,524.630768548370380,14989.999000001699000,1.498999900000170,b. 1 à 5 ha,B
548,6773.000000000000000,DOLLARD-DES ORMEAUX-ROXBORO,OSLO,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,541.262554819021030,14216.493600005873000,1.421649360000587,b. 1 à 5 ha,B
549,6737.000000000000000,COTE-DES-NEIGES-NOTRE-DAME-DE-GRACE,PARC MCLYNN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,606.674528947580030,14195.502949989988000,1.419550294998999,b. 1 à 5 ha,C
550,7014.000000000000000,MERCIER-HOCHELAGA-MAISONNEUVE,PARC GUILLAUME-COUTURE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,486.883152989931890,14136.508699990221000,1.413650869999022,b. 1 à 5 ha,B
551,6680.000000000000000,ANJOU,GONCOURT,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,476.714936834259110,14048.983550017943000,1.404898355001794,b. 1 à 5 ha,B
553,7049.000000000000000,PIERREFONDS-SENNEVILLE,ARAGON,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,486.575349566603170,13897.494500009343000,1.389749450000934,b. 1 à 5 ha,C
554,7108.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,ACHILLE-FORTIER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,482.326589308701500,13737.521549988393000,1.373752154998839,b. 1 à 5 ha,B
555,7088.000000000000000,PIERREFONDS-SENNEVILLE,PAQUIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,603.462518327908700,13637.001699967113000,1.363700169996711,b. 1 à 5 ha,B
556,7460.000000000000000,SAINT-LAURENT,PARC GOLD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,473.011557777528370,13571.510449982248000,1.357151044998225,b. 1 à 5 ha,C
557,7141.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,EVE-GAGNIER / GASTON-NOLIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,546.413227736415590,13491.488249999958000,1.349148824999996,b. 1 à 5 ha,B
558,7394.000000000000000,VILLERAY-SAINT-MICHEL-PARC-EXTENSION,LE PREVOST,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,468.972500979324990,13380.004099993035000,1.338000409999304,b. 1 à 5 ha,B
559,7465.000000000000000,SAINT-LAURENT,PARC HOUDE,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,470.525623031539960,13304.023899974400000,1.330402389997440,b. 1 à 5 ha,C
560,7428.000000000000000,LASALLE,JEANNOTTE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,477.542977870568050,13199.517999974423000,1.319951799997442,b. 1 à 5 ha,C
561,7109.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,ALBERT-CHAMBERLAND,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,451.448018190277930,13045.492800017231000,1.304549280001723,b. 1 à 5 ha,C
562,7058.000000000000000,PIERREFONDS-SENNEVILLE,CLOVERDALE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,624.374565585755140,13015.502349996008000,1.301550234999601,b. 1 à 5 ha,C
563,6967.000000000000000,L'ILE-BIZARD-SAINTE-GENEVIEVE-SAINTE-ANNE-DE-BELLEVUE,PARC ROBILLARD,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,611.850471261657160,12927.498099998229000,1.292749809999823,b. 1 à 5 ha,C
564,7098.000000000000000,PIERREFONDS-SENNEVILLE,SAINT-CHARLES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,478.142909417197420,12892.998549997463000,1.289299854999746,b. 1 à 5 ha,B
565,7612.000000000000000,COTE-SAINT-LUC-HAMPSTEAD-MONTREAL-OUEST,STRATHEARN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,522.423895370344550,12809.517699969932000,1.280951769996993,b. 1 à 5 ha,B
566,7500.000000000000000,VILLE-MARIE,PLACE EMILIE GAMELIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,477.394834646078490,12739.000299974490000,1.273900029997449,b. 1 à 5 ha,B
567,6686.000000000000000,ANJOU,DE VERDELLES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,610.240603480551500,12521.018399968743000,1.252101839996874,b. 1 à 5 ha,C
568,7613.000000000000000,COTE-SAINT-LUC-HAMPSTEAD-MONTREAL-OUEST,APPLEWOOD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,442.247044179507040,12471.511299970804000,1.247151129997080,b. 1 à 5 ha,B
569,7130.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,"COULEE-GROU, DE LA",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,476.621707418267080,12303.501099993131000,1.230350109999313,b. 1 à 5 ha,B
572,6802.000000000000000,DORVAL,WESTWOOD,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1044.074124569448700,32000.022499936778000,3.200002249993678,b. 1 à 5 ha,B
573,7596.000000000000000,OUTREMONT,J.-F. KENNEDY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,441.182182362656420,11976.000799998641000,1.197600079999864,b. 1 à 5 ha,C
575,7172.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,MARIA-GORETTI,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,5,490.174346947375910,11962.004599992186000,1.196200459999219,b. 1 à 5 ha,D
576,7501.000000000000000,VILLE-MARIE,PARC JOS-MONTFERRAND,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,445.702461793521250,11932.988700024196000,1.193298870002420,b. 1 à 5 ha,B
577,6715.000000000000000,BEACONSFIELD-BAIE D'URFE,PICARDY,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,447.457187372913380,11899.500899993471000,1.189950089999347,b. 1 à 5 ha,C
578,7614.000000000000000,COTE-SAINT-LUC-HAMPSTEAD-MONTREAL-OUEST,IRVING-SINGERMAN,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,470.623833434266660,11893.990800015628000,1.189399080001563,b. 1 à 5 ha,B
579,7202.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,RICHELIEU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,477.691301278018220,11871.991000040289000,1.187199100004029,b. 1 à 5 ha,C
580,6900.000000000000000,LE PLATEAU-MONT-ROYAL,PARC VILLENEUVE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,354.235773913916720,5138.995250003068600,0.513899525000307,a- Moins de 1 ha,A
581,7257.000000000000000,ROSEMONT-LA PETITE-PATRIE,PARC MOZART,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165.361480976586190,1704.000599998980800,0.170400059999898,a- Moins de 1 ha,A
583,7213.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,SAINT-VALERIEN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,499.809199524633300,10562.490500031137000,1.056249050003114,b. 1 à 5 ha,B
584,7240.000000000000000,ROSEMONT-LA PETITE-PATRIE,PARC JEAN-ET-EVA-TREMBLAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,416.250430596873000,10503.505299970997000,1.050350529997100,b. 1 à 5 ha,B
585,7230.000000000000000,ROSEMONT-LA PETITE-PATRIE,PARC DES CARRI?RES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,403.318543100153190,10487.000549994065000,1.048700054999407,b. 1 à 5 ha,B
586,6702.000000000000000,BEACONSFIELD-BAIE D'URFE,DORSET,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,599.364808021073260,10461.985900038952000,1.046198590003895,b. 1 à 5 ha,B
587,7700.000000000000000,MONTREAL-NORD,CURE-PRIMEAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,412.549291696477780,10412.012599973596000,1.041201259997360,b. 1 à 5 ha,C
607,6766.000000000000000,DOLLARD-DES ORMEAUX-ROXBORO,GLAMIS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,535.319101243364120,9392.506849968363900,0.939250684996836,a- Moins de 1 ha,A
608,7616.000000000000000,COTE-SAINT-LUC-HAMPSTEAD-MONTREAL-OUEST,WEXFORD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,440.926738405995650,9381.479700059484500,0.938147970005948,a- Moins de 1 ha,A
609,7378.000000000000000,VILLERAY-SAINT-MICHEL-PARC-EXTENSION,GABRIEL-SAGUARD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,405.630163294407510,9145.502950004989500,0.914550295000499,a- Moins de 1 ha,A
610,7452.000000000000000,SAINT-LAURENT,PARC BOURBONNI?RE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,407.635628047248760,9127.992200008249700,0.912799220000825,a- Moins de 1 ha,A
611,7321.000000000000000,VERDUN,"METAIRIE, DE LA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,560.205509191955120,9127.014449980453700,0.912701444998045,a- Moins de 1 ha,A
613,7069.000000000000000,PIERREFONDS-SENNEVILLE,GRAVEL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,520.652482791919280,9118.477600028050800,0.911847760002805,a- Moins de 1 ha,A
614,7134.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,DELPHIS-DELORME,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,412.391307158907640,9090.489050008600300,0.909048905000860,a- Moins de 1 ha,A
615,6645.000000000000000,AHUNSTIC-CARTIERVILLE,PARC CAMILLE,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,391.464407061606720,8888.484550021245000,0.888848455002125,a- Moins de 1 ha,A
616,7474.000000000000000,SAINT-LAURENT,PARC POIRIER,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,384.827790833396250,8887.018249978998900,0.888701824997900,a- Moins de 1 ha,A
617,7617.000000000000000,COTE-SAINT-LUC-HAMPSTEAD-MONTREAL-OUEST,DAVE REID,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,477.800531132518070,8832.500449989234800,0.883250044998923,a- Moins de 1 ha,A
618,6678.000000000000000,ANJOU,DU BOCAGE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,400.862676425043220,8748.491450004523400,0.874849145000452,a- Moins de 1 ha,A
620,7192.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,"PINS, DES",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,395.613365299637280,8739.503599993884600,0.873950359999388,a- Moins de 1 ha,A
621,6770.000000000000000,DOLLARD-DES ORMEAUX-ROXBORO,LOUIS DESCH?NES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,413.112584688072390,8728.494100010022500,0.872849410001002,a- Moins de 1 ha,A
622,7384.000000000000000,VILLERAY-SAINT-MICHEL-PARC-EXTENSION,SAINTE-YVETTE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,384.905912824517030,8643.509449983947000,0.864350944998395,a- Moins de 1 ha,A
623,7648.000000000000000,WESMOUNT,TERRAIN D'ATHLETISME DE WESTMOUNT,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1066.169003795074800,50051.914585098129000,5.005191458509813,c. 5 à 10 ha,E
624,7597.000000000000000,OUTREMONT,F.-X..GARNEAU,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,414.544236336053930,8622.002199996262800,0.862200219999626,a- Moins de 1 ha,A
625,7310.000000000000000,VERDUN,"EPERVIERE, DE L'",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,408.686700716002800,8604.990750040713500,0.860499075004071,a- Moins de 1 ha,A
626,7671.000000000000000,POINTE-CLAIRE,AMBERLEY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,387.932415231844060,8602.002300011092300,0.860200230001109,a- Moins de 1 ha,A
654,6844.000000000000000,LACHINE,PARC BREWSTER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,404.907590698625540,8439.995400002813800,0.843999540000281,a- Moins de 1 ha,A
655,7333.000000000000000,VERDUN,"SOUVENIR, DU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,366.582189455559960,8416.011399985634900,0.841601139998563,a- Moins de 1 ha,A
656,7655.000000000000000,WESMOUNT,QUEEN-ELIZABETH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,361.007389496726260,8322.014599985199300,0.832201459998520,a- Moins de 1 ha,A
657,7451.000000000000000,SAINT-LAURENT,PARC BELANGER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,618.383785200748090,8299.496349981200200,0.829949634998120,a- Moins de 1 ha,A
658,7073.000000000000000,PIERREFONDS-SENNEVILLE,HELENE-LEGAULT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345.597147758492440,8291.991500034439000,0.829199150003444,a- Moins de 1 ha,A
659,6940.000000000000000,LE SUD-OUEST,PARC SAINT-HENRI,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,373.916840743262130,8239.497250004671500,0.823949725000467,a- Moins de 1 ha,A
660,7006.000000000000000,MERCIER-HOCHELAGA-MAISONNEUVE,PARC ROUEN-BENNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,390.805778355332560,8193.501499992451500,0.819350149999245,a- Moins de 1 ha,A
661,6713.000000000000000,BEACONSFIELD-BAIE D'URFE,MORGAN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,370.678153371218460,8185.496500000945200,0.818549650000095,a- Moins de 1 ha,A
662,7432.000000000000000,LASALLE,LAWRENCE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,366.342840582961230,8183.499800010338700,0.818349980001034,a- Moins de 1 ha,A
663,6722.000000000000000,BEACONSFIELD-BAIE D'URFE,TAYWOOD,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,416.843447131194350,8167.003249994479100,0.816700324999448,a- Moins de 1 ha,A
664,7618.000000000000000,COTE-SAINT-LUC-HAMPSTEAD-MONTREAL-OUEST,MITCHEL BROWNSTEIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,440.865109323240060,8076.996250011369700,0.807699625001137,a- Moins de 1 ha,A
665,6943.000000000000000,LE SUD-OUEST,PARC LOUIS-CYR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,401.286355681021290,8075.995699992305200,0.807599569999231,a- Moins de 1 ha,A
666,7120.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,"BOULEAUX, DES",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,378.352676381912830,8006.980150038720200,0.800698015003872,a- Moins de 1 ha,A
667,7052.000000000000000,PIERREFONDS-SENNEVILLE,BIBEAU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,380.020112145065640,8000.005599995487500,0.800000559999549,a- Moins de 1 ha,A
668,6973.000000000000000,L'ILE-BIZARD-SAINTE-GENEVIEVE-SAINTE-ANNE-DE-BELLEVUE,PARC CHAUMETTE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,385.117176800198880,7424.006299969298200,0.742400629996930,a- Moins de 1 ha,A
669,7308.000000000000000,VERDUN,DUQUETTE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,343.814131614371490,7380.483100028708600,0.738048310002871,a- Moins de 1 ha,A
670,7619.000000000000000,COTE-SAINT-LUC-HAMPSTEAD-MONTREAL-OUEST,RICHARD SCHWARTZ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,429.933013269862440,7208.493300021381400,0.720849330002138,a- Moins de 1 ha,A
671,7427.000000000000000,LASALLE,J.O.R. LEDUC,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,350.478997498848740,7190.494750008918300,0.719049475000892,a- Moins de 1 ha,A
674,6895.000000000000000,LE PLATEAU-MONT-ROYAL,PARC SAINT-MICHEL,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,361.313676910127700,7121.503350004309100,0.712150335000431,a- Moins de 1 ha,A
678,7708.000000000000000,MONTREAL-NORD,MENARD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,470.249742949829910,6807.994800013833800,0.680799480001383,a- Moins de 1 ha,A
679,6971.000000000000000,L'ILE-BIZARD-SAINTE-GENEVIEVE-SAINTE-ANNE-DE-BELLEVUE,PARC HARPELL,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,332.474584637459260,6795.997000005096200,0.679599700000510,a- Moins de 1 ha,A
680,7237.000000000000000,ROSEMONT-LA PETITE-PATRIE,PARC HENRI-VALADE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,307.069364692134800,5832.496900010266500,0.583249690001027,a- Moins de 1 ha,A
681,6679.000000000000000,ANJOU,DU FORT-DES ORMEAUX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,305.427254186250020,5829.488300014874800,0.582948830001487,a- Moins de 1 ha,A
682,7467.000000000000000,SAINT-LAURENT,PARC L'ARCHEVEQUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,314.964868998551250,5818.995650012389900,0.581899565001239,a- Moins de 1 ha,A
683,7419.000000000000000,LASALLE,DALMANY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,304.039413366505980,5776.507649977004800,0.577650764997701,a- Moins de 1 ha,A
684,7598.000000000000000,OUTREMONT,DE VIMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,320.264749600038500,5763.995750012220000,0.576399575001222,a- Moins de 1 ha,A
685,6673.000000000000000,ANJOU,BOISE SAINT-CONRAD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,364.616561816090670,5758.488100025215300,0.575848810002522,a- Moins de 1 ha,A
